1 8 .5e-005 0.1 1150. 225.0 225.0000 0
11117  239742.790  1188861.500  66.580  219.00 400.00    
11127  240254.930  1188894.570  64.630  409.75 387.75   
12117  239775.190  1188851.910  66.460  231.00 404.00    
12127  240269.530  1188948.730  65.500  414.75 368.00   
15226  239745.750  1189769.780  82.330  221.00  56.00    
15236  239771.280  1189764.020  82.560  231.00  58.25    
15266  240249.410  1189740.850  78.630  414.00  68.25   
15276  240288.860 1189710.630  76.820   428.50  79.25   
